year,players,positions,height,weight,team,nationality
1968,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1968,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1968,Mahdi Abdul-Rahman,Mahdi Abdul-Rahman,6-2,185,Seattle SuperSonics,United States
1968,Elgin Baylor,Elgin Baylor,6-5,225,Los Angeles Lakers,United States
1968,Zelmo Beaty,Zelmo Beaty,6-9,225,St. Louis Hawks,United States
1968,Bob Boozer,Bob Boozer,6-8,215,Chicago Bulls,United States
1968,Bill Bridges,Bill Bridges,6-6,228,St. Louis Hawks,United States
1968,Archie Clark,Archie Clark,6-2,175,Los Angeles Lakers,United States
1968,Jim King,Jim King,6-2,175,San Francisco Warriors,United States
1968,Don Kojis,Don Kojis,6-3,202,San Diego Rockets,United States
1968,Rudy LaRusso,Rudy LaRusso,6-7,220,San Francisco Warriors,United States
1968,Clyde Lee,Clyde Lee,6-10,205,San Francisco Warriors,United States
1968,Nate Thurmond,Nate Thurmond,6-11,225,San Francisco Warriors,United States
1968,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1968,Lenny Wilkens,Lenny Wilkens,6-1,180,St. Louis Hawks,United States
1969,Dave Bing,Dave Bing,6-3,180,Detroit Pistons,United States
1969,Billy Cunningham,Billy Cunningham,6-7,210,Philadelphia Sixers,United States
1969,Hal Greer,Hal Greer,6-2,175,Philadelphia Sixers,United States
1969,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1969,Gus Johnson,Gus Johnson,6-6,230,Baltimore Bullets,United States
1969,Jerry Lucas,Jerry Lucas,6-8,230,Cincinnati Royals,United States
1969,Jon McGlocklin,Jon McGlocklin,6-5,205,Milwaukee Bucks,United States
1969,Earl Monroe,Earl Monroe,6-3,185,Baltimore Bullets,United States
1969,Willis Reed,Willis Reed,6-9,240,New York Knicks,United States
1969,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1969,Bill Russell,Bill Russell,6-10,215,Boston Celtics,United States
1969,Wes Unseld,Wes Unseld,6-7,245,Baltimore Bullets,United States
1969,Elgin Baylor,Elgin Baylor,6-5,225,Los Angeles Lakers,United States
1969,Joe Caldwell,Joe Caldwell,6-5,195,Atlanta Hawks,United States
1969,Wilt Chamberlain,Wilt Chamberlain,7-1,265,Los Angeles Lakers,United States
1969,Gail Goodrich,Gail Goodrich,6-1,170,Phoenix Suns,United States
1969,Elvin Hayes,Elvin Hayes,6-9,235,San Diego Rockets,United States
1969,Lou Hudson,Lou Hudson,6-5,210,Atlanta Hawks,United States
1969,Don Kojis,Don Kojis,6-3,202,San Diego Rockets,United States
1969,Rudy LaRusso,Rudy LaRusso,6-7,220,San Francisco Warriors,United States
1969,Jeff Mullins,Jeff Mullins,6-4,190,San Francisco Warriors,United States
1969,Jerry Sloan,Jerry Sloan,6-5,195,Chicago Bulls,United States
1969,Dick Van Arsdale,Dick Van Arsdale,6-5,210,Phoenix Suns,United States
1969,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1969,Lenny Wilkens,Lenny Wilkens,6-1,180,Seattle SuperSonics,United States
1970,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Milwaukee Bucks,United States
1970,Billy Cunningham,Billy Cunningham,6-7,210,Philadelphia Sixers,United States
1970,Dave DeBusschere,Dave DeBusschere,6-6,220,New York Knicks,United States
1970,Walt Frazier,Walt Frazier,6-4,200,New York Knicks,United States
1970,Hal Greer,Hal Greer,6-2,175,Philadelphia Sixers,United States
1970,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1970,Gus Johnson,Gus Johnson,6-6,230,Baltimore Bullets,United States
1970,Willis Reed,Willis Reed,6-9,240,New York Knicks,United States
1970,Oscar Robertson,Oscar Robertson,6-5,220,Cincinnati Royals,United States
1970,Flynn Robinson,Flynn Robinson,6-1,185,Milwaukee Bucks,United States
1970,Tom Van Arsdale,Tom Van Arsdale,6-5,202,Cincinnati Royals,United States
1970,Jimmy Walker,Jimmy Walker,6-3,195,Detroit Pistons,United States
1970,Elgin Baylor,Elgin Baylor,6-5,225,Los Angeles Lakers,United States
1970,Bill Bridges,Bill Bridges,6-6,228,Atlanta Hawks,United States
1970,Joe Caldwell,Joe Caldwell,6-5,195,Atlanta Hawks,United States
1970,Connie Hawkins,Connie Hawkins,6-8,210,Phoenix Suns,United States
1970,Elvin Hayes,Elvin Hayes,6-9,235,San Diego Rockets,United States
1970,Lou Hudson,Lou Hudson,6-5,210,Atlanta Hawks,United States
1970,Jeff Mullins,Jeff Mullins,6-4,190,San Francisco Warriors,United States
1970,Bob Rule,Bob Rule,6-9,220,Seattle SuperSonics,United States
1970,Nate Thurmond,Nate Thurmond,6-11,225,San Francisco Warriors,United States
1970,Dick Van Arsdale,Dick Van Arsdale,6-5,210,Phoenix Suns,United States
1970,Chet Walker,Chet Walker,6-6,212,Chicago Bulls,United States
1970,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1970,Lenny Wilkens,Lenny Wilkens,6-1,180,Seattle SuperSonics,United States
1971,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Milwaukee Bucks,United States
1971,Dave Bing,Dave Bing,6-3,180,Detroit Pistons,United States
1971,Wilt Chamberlain,Wilt Chamberlain,7-1,265,Los Angeles Lakers,United States
1971,Connie Hawkins,Connie Hawkins,6-8,210,Phoenix Suns,United States
1971,Elvin Hayes,Elvin Hayes,6-9,235,San Diego Rockets,United States
1971,Bob Love,Bob Love,6-8,215,Chicago Bulls,United States
1971,Jerry Lucas,Jerry Lucas,6-8,230,San Francisco Warriors,United States
1971,Jeff Mullins,Jeff Mullins,6-4,190,San Francisco Warriors,United States
1971,Geoff Petrie,Geoff Petrie,6-4,190,Portland Trail Blazers,United States
1971,Oscar Robertson,Oscar Robertson,6-5,220,Milwaukee Bucks,United States
1971,Dick Van Arsdale,Dick Van Arsdale,6-5,210,Phoenix Suns,United States
1971,Chet Walker,Chet Walker,6-6,212,Chicago Bulls,United States
1971,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1971,Lenny Wilkens,Lenny Wilkens,6-1,180,Seattle SuperSonics,United States
1971,Billy Cunningham,Billy Cunningham,6-7,210,Philadelphia Sixers,United States
1971,Dave DeBusschere,Dave DeBusschere,6-6,220,New York Knicks,United States
1971,Walt Frazier,Walt Frazier,6-4,200,New York Knicks,United States
1971,Johnny Green,Johnny Green,6-5,200,Cincinnati Royals,United States
1971,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1971,Lou Hudson,Lou Hudson,6-5,210,Atlanta Hawks,United States
1971,Gus Johnson,Gus Johnson,6-6,230,Baltimore Bullets,United States
1971,John Johnson,John Johnson,6-7,200,Cleveland Cavaliers,United States
1971,Bob Kauffman,Bob Kauffman,6-8,240,Buffalo Braves,United States
1971,Earl Monroe,Earl Monroe,6-3,185,Baltimore Bullets,United States
1971,Willis Reed,Willis Reed,6-9,240,New York Knicks,United States
1971,Wes Unseld,Wes Unseld,6-7,245,Baltimore Bullets,United States
1971,Tom Van Arsdale,Tom Van Arsdale,6-5,202,Cincinnati Royals,United States
1971,Jo Jo White,Jo Jo White,6-3,190,Boston Celtics,United States
1972,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Milwaukee Bucks,United States
1972,Wilt Chamberlain,Wilt Chamberlain,7-1,265,Los Angeles Lakers,United States
1972,Gail Goodrich,Gail Goodrich,6-1,170,Los Angeles Lakers,United States
1972,Connie Hawkins,Connie Hawkins,6-8,210,Phoenix Suns,United States
1972,Elvin Hayes,Elvin Hayes,6-9,235,Houston Rockets,United States
1972,Spencer Haywood,Spencer Haywood,6-8,225,Seattle SuperSonics,United States
1972,Bob Lanier,Bob Lanier,6-11,250,Detroit Pistons,United States
1972,Bob Love,Bob Love,6-8,215,Chicago Bulls,United States
1972,Oscar Robertson,Oscar Robertson,6-5,220,Milwaukee Bucks,United States
1972,Cazzie Russell,Cazzie Russell,6-5,218,Golden State Warriors,United States
1972,Paul Silas,Paul Silas,6-7,225,Phoenix Suns,United States
1972,Jimmy Walker,Jimmy Walker,6-3,195,Detroit Pistons,United States
1972,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1972,Sidney Wicks,Sidney Wicks,6-8,225,Portland Trail Blazers,United States
1972,Butch Beard,Butch Beard,6-3,185,Cleveland Cavaliers,United States
1972,Archie Clark,Archie Clark,6-2,175,Baltimore Bullets,United States
1972,Dave Cowens,Dave Cowens,6-9,230,Boston Celtics,United States
1972,Billy Cunningham,Billy Cunningham,6-7,210,Philadelphia Sixers,United States
1972,Dave DeBusschere,Dave DeBusschere,6-6,220,New York Knicks,United States
1972,Walt Frazier,Walt Frazier,6-4,200,New York Knicks,United States
1972,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1972,Lou Hudson,Lou Hudson,6-5,210,Atlanta Hawks,United States
1972,John Johnson,John Johnson,6-7,200,Cleveland Cavaliers,United States
1972,Bob Kauffman,Bob Kauffman,6-8,240,Buffalo Braves,United States
1972,Jack Marin,Jack Marin,6-7,200,Baltimore Bullets,United States
1972,Wes Unseld,Wes Unseld,6-7,245,Baltimore Bullets,United States
1972,Tom Van Arsdale,Tom Van Arsdale,6-5,202,Cincinnati Royals,United States
1972,Jo Jo White,Jo Jo White,6-3,190,Boston Celtics,United States
1973,John Block,John Block,6-9,207,Philadelphia Sixers,United States
1973,Bill Bradley,Bill Bradley,6-5,205,New York Knicks,United States
1973,Dave Cowens,Dave Cowens,6-9,230,Boston Celtics,United States
1973,Dave DeBusschere,Dave DeBusschere,6-6,220,New York Knicks,United States
1973,Walt Frazier,Walt Frazier,6-4,200,New York Knicks,United States
1973,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1973,Elvin Hayes,Elvin Hayes,6-9,235,Baltimore Bullets,United States
1973,Lou Hudson,Lou Hudson,6-5,210,Atlanta Hawks,United States
1973,Bob Kauffman,Bob Kauffman,6-8,240,Buffalo Braves,United States
1973,Pete Maravich,Pete Maravich,6-5,197,Atlanta Hawks,United States
1973,Jack Marin,Jack Marin,6-7,200,Houston Rockets,United States
1973,Wes Unseld,Wes Unseld,6-7,245,Baltimore Bullets,United States
1973,Jo Jo White,Jo Jo White,6-3,190,Boston Celtics,United States
1973,Lenny Wilkens,Lenny Wilkens,6-1,180,Cleveland Cavaliers,United States
1973,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Milwaukee Bucks,United States
1973,Tiny Archibald,Tiny Archibald,6-1,150,Sacramento Kings,United States
1973,Rick Barry,Rick Barry,6-7,205,Golden State Warriors,United States
1973,Dave Bing,Dave Bing,6-3,180,Detroit Pistons,United States
1973,Wilt Chamberlain,Wilt Chamberlain,7-1,265,Los Angeles Lakers,United States
1973,Bob Dandridge,Bob Dandridge,6-6,195,Milwaukee Bucks,United States
1973,Gail Goodrich,Gail Goodrich,6-1,170,Los Angeles Lakers,United States
1973,Connie Hawkins,Connie Hawkins,6-8,210,Phoenix Suns,United States
1973,Spencer Haywood,Spencer Haywood,6-8,225,Seattle SuperSonics,United States
1973,Bob Lanier,Bob Lanier,6-11,250,Detroit Pistons,United States
1973,Bob Love,Bob Love,6-8,215,Chicago Bulls,United States
1973,Charlie Scott,Charlie Scott,6-5,175,Phoenix Suns,United States
1973,Nate Thurmond,Nate Thurmond,6-11,225,Golden State Warriors,United States
1973,Chet Walker,Chet Walker,6-6,212,Chicago Bulls,United States
1973,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1973,Sidney Wicks,Sidney Wicks,6-8,225,Portland Trail Blazers,United States
1974,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Milwaukee Bucks,United States
1974,Rick Barry,Rick Barry,6-7,205,Golden State Warriors,United States
1974,Dave Bing,Dave Bing,6-3,180,Detroit Pistons,United States
1974,Gail Goodrich,Gail Goodrich,6-1,170,Los Angeles Lakers,United States
1974,Spencer Haywood,Spencer Haywood,6-8,225,Seattle SuperSonics,United States
1974,Bob Lanier,Bob Lanier,6-11,250,Detroit Pistons,United States
1974,Geoff Petrie,Geoff Petrie,6-4,190,Portland Trail Blazers,United States
1974,Charlie Scott,Charlie Scott,6-5,175,Phoenix Suns,United States
1974,Nate Thurmond,Nate Thurmond,6-11,225,Golden State Warriors,United States
1974,Norm Van Lier,Norm Van Lier,6-1,173,Chicago Bulls,United States
1974,Chet Walker,Chet Walker,6-6,212,Chicago Bulls,United States
1974,Jerry West,Jerry West,6-2,185,Los Angeles Lakers,United States
1974,Sidney Wicks,Sidney Wicks,6-8,225,Portland Trail Blazers,United States
1974,Austin Carr,Austin Carr,6-4,200,Cleveland Cavaliers,United States
1974,Phil Chenier,Phil Chenier,6-3,180,Capital Bullets,United States
1974,Dave Cowens,Dave Cowens,6-9,230,Boston Celtics,United States
1974,Dave DeBusschere,Dave DeBusschere,6-6,220,New York Knicks,United States
1974,Walt Frazier,Walt Frazier,6-4,200,New York Knicks,United States
1974,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1974,Elvin Hayes,Elvin Hayes,6-9,235,Capital Bullets,United States
1974,Lou Hudson,Lou Hudson,6-5,210,Atlanta Hawks,United States
1974,Pete Maravich,Pete Maravich,6-5,197,Atlanta Hawks,United States
1974,Bob McAdoo,Bob McAdoo,6-9,210,Buffalo Braves,United States
1974,Rudy Tomjanovich,Rudy Tomjanovich,6-8,218,Houston Rockets,United States
1974,Jo Jo White,Jo Jo White,6-3,190,Boston Celtics,United States
1975,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Milwaukee Bucks,United States
1975,Tiny Archibald,Tiny Archibald,6-1,150,Kansas City Kings,United States
1975,Rick Barry,Rick Barry,6-7,205,Golden State Warriors,United States
1975,Dave Bing,Dave Bing,6-3,180,Detroit Pistons,United States
1975,Bob Dandridge,Bob Dandridge,6-6,195,Milwaukee Bucks,United States
1975,Gail Goodrich,Gail Goodrich,6-1,170,Los Angeles Lakers,United States
1975,Spencer Haywood,Spencer Haywood,6-8,225,Seattle SuperSonics,United States
1975,Sam Lacey,Sam Lacey,6-10,235,Sacramento Kings,United States
1975,Bob Lanier,Bob Lanier,6-11,250,Detroit Pistons,United States
1975,Jim Price,Jim Price,6-3,195,Milwaukee Bucks,United States
1975,Charlie Scott,Charlie Scott,6-5,175,Phoenix Suns,United States
1975,Sidney Wicks,Sidney Wicks,6-8,225,Portland Trail Blazers,United States
1975,Phil Chenier,Phil Chenier,6-3,180,Washington Bullets,United States
1975,Dave Cowens,Dave Cowens,6-9,230,Boston Celtics,United States
1975,Walt Frazier,Walt Frazier,6-4,200,New York Knicks,United States
1975,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1975,Elvin Hayes,Elvin Hayes,6-9,235,Washington Bullets,United States
1975,Bob McAdoo,Bob McAdoo,6-9,210,Buffalo Braves,United States
1975,Steve Mix,Steve Mix,6-7,215,Philadelphia Sixers,United States
1975,Earl Monroe,Earl Monroe,6-3,185,New York Knicks,United States
1975,Paul Silas,Paul Silas,6-7,225,Boston Celtics,United States
1975,Rudy Tomjanovich,Rudy Tomjanovich,6-8,218,Houston Rockets,United States
1975,Wes Unseld,Wes Unseld,6-7,245,Washington Bullets,United States
1975,Jo Jo White,Jo Jo White,6-3,190,Boston Celtics,United States
1976,Dave Bing,Dave Bing,6-3,180,Washington Bullets,United States
1976,Doug Collins,Doug Collins,6-6,180,Philadelphia Sixers,United States
1976,Dave Cowens,Dave Cowens,6-9,230,Boston Celtics,United States
1976,John Drew,John Drew,6-6,205,Atlanta Hawks,United States
1976,Walt Frazier,Walt Frazier,6-4,200,New York Knicks,United States
1976,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1976,Elvin Hayes,Elvin Hayes,6-9,235,Washington Bullets,United States
1976,Bob McAdoo,Bob McAdoo,6-9,210,Buffalo Braves,United States
1976,George McGinnis,George McGinnis,6-8,235,Philadelphia Sixers,United States
1976,Randy Smith,Randy Smith,6-3,180,Buffalo Braves,United States
1976,Rudy Tomjanovich,Rudy Tomjanovich,6-8,218,Houston Rockets,United States
1976,Jo Jo White,Jo Jo White,6-3,190,Boston Celtics,United States
1976,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1976,Alvan Adams,Alvan Adams,6-9,210,Phoenix Suns,United States
1976,Tiny Archibald,Tiny Archibald,6-1,150,Kansas City Kings,United States
1976,Rick Barry,Rick Barry,6-7,205,Golden State Warriors,United States
1976,Fred Brown,Fred Brown,6-3,182,Seattle SuperSonics,United States
1976,Bob Dandridge,Bob Dandridge,6-6,195,Milwaukee Bucks,United States
1976,Curtis Rowe,Curtis Rowe,6-7,225,Detroit Pistons,United States
1976,Phil Smith,Phil Smith,6-4,185,Golden State Warriors,United States
1976,Norm Van Lier,Norm Van Lier,6-1,173,Chicago Bulls,United States
1976,Scott Wedman,Scott Wedman,6-7,215,Kansas City Kings,United States
1976,Jamaal Wilkes,Jamaal Wilkes,6-6,190,Golden State Warriors,United States
1976,Brian Winters,Brian Winters,6-4,185,Milwaukee Bucks,United States
1977,Phil Chenier,Phil Chenier,6-3,180,Washington Bullets,United States
1977,Doug Collins,Doug Collins,6-6,180,Philadelphia Sixers,United States
1977,Dave Cowens,Dave Cowens,6-9,230,Boston Celtics,United States
1977,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1977,George Gervin,George Gervin,6-7,180,San Antonio Spurs,United States
1977,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1977,Elvin Hayes,Elvin Hayes,6-9,235,Washington Bullets,United States
1977,Pete Maravich,Pete Maravich,6-5,197,New Orleans Jazz,United States
1977,Bob McAdoo,Bob McAdoo,6-9,210,New York Knicks,United States
1977,George McGinnis,George McGinnis,6-8,235,Philadelphia Sixers,United States
1977,Earl Monroe,Earl Monroe,6-3,185,New York Knicks,United States
1977,Rudy Tomjanovich,Rudy Tomjanovich,6-8,218,Houston Rockets,United States
1977,Jo Jo White,Jo Jo White,6-3,190,Boston Celtics,United States
1977,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1977,Rick Barry,Rick Barry,6-7,205,Golden State Warriors,United States
1977,Don Buse,Don Buse,6-4,190,Indiana Pacers,United States
1977,Dan Issel,Dan Issel,6-9,235,Denver Nuggets,United States
1977,Bobby Jones,Bobby Jones,6-9,210,Denver Nuggets,United States
1977,Billy Knight,Billy Knight,6-6,195,Indiana Pacers,United States
1977,Bob Lanier,Bob Lanier,6-11,250,Detroit Pistons,United States
1977,Maurice Lucas,Maurice Lucas,6-9,215,Portland Trail Blazers,United States
1977,Phil Smith,Phil Smith,6-4,185,Golden State Warriors,United States
1977,David Thompson,David Thompson,6-5,195,Denver Nuggets,United States
1977,Norm Van Lier,Norm Van Lier,6-1,173,Chicago Bulls,United States
1977,Bill Walton,Bill Walton,6-11,235,Portland Trail Blazers,United States
1977,Paul Westphal,Paul Westphal,6-4,195,Phoenix Suns,United States
1978,Doug Collins,Doug Collins,6-6,180,Philadelphia Sixers,United States
1978,Dave Cowens,Dave Cowens,6-9,230,Boston Celtics,United States
1978,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1978,George Gervin,George Gervin,6-7,180,San Antonio Spurs,United States
1978,John Havlicek,John Havlicek,6-5,200,Boston Celtics,United States
1978,Elvin Hayes,Elvin Hayes,6-9,235,Washington Bullets,United States
1978,Larry Kenon,Larry Kenon,6-9,205,San Antonio Spurs,United States
1978,Moses Malone,Moses Malone,6-10,215,Houston Rockets,United States
1978,Pete Maravich,Pete Maravich,6-5,197,New Orleans Jazz,United States
1978,Bob McAdoo,Bob McAdoo,6-9,210,New York Knicks,United States
1978,Truck Robinson,Truck Robinson,6-7,225,New Orleans Jazz,United States
1978,Randy Smith,Randy Smith,6-3,180,Buffalo Braves,United States
1978,Rick Barry,Rick Barry,6-7,205,Golden State Warriors,United States
1978,Walter Davis,Walter Davis,6-6,193,Phoenix Suns,United States
1978,Artis Gilmore,Artis Gilmore,7-2,240,Chicago Bulls,United States
1978,Lionel Hollins,Lionel Hollins,6-3,185,Portland Trail Blazers,United States
1978,Bobby Jones,Bobby Jones,6-9,210,Denver Nuggets,United States
1978,Bob Lanier,Bob Lanier,6-11,250,Detroit Pistons,United States
1978,Maurice Lucas,Maurice Lucas,6-9,215,Portland Trail Blazers,United States
1978,David Thompson,David Thompson,6-5,195,Denver Nuggets,United States
1978,Bill Walton,Bill Walton,6-11,235,Portland Trail Blazers,United States
1978,Paul Westphal,Paul Westphal,6-4,195,Phoenix Suns,United States
1978,Brian Winters,Brian Winters,6-4,185,Milwaukee Bucks,United States
1979,Doug Collins,Doug Collins,6-6,180,Philadelphia Sixers,United States
1979,Bob Dandridge,Bob Dandridge,6-6,195,Washington Bullets,United States
1979,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1979,George Gervin,George Gervin,6-7,180,San Antonio Spurs,United States
1979,Elvin Hayes,Elvin Hayes,6-9,235,Washington Bullets,United States
1979,Larry Kenon,Larry Kenon,6-9,205,San Antonio Spurs,United States
1979,Bob Lanier,Bob Lanier,6-11,250,Detroit Pistons,United States
1979,Moses Malone,Moses Malone,6-10,215,Houston Rockets,United States
1979,Pete Maravich,Pete Maravich,6-5,197,New Orleans Jazz,United States
1979,Calvin Murphy,Calvin Murphy,5-9,165,Houston Rockets,United States
1979,Campy Russell,Campy Russell,6-8,215,Cleveland Cavaliers,United States
1979,Rudy Tomjanovich,Rudy Tomjanovich,6-8,218,Houston Rockets,United States
1979,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1979,Otis Birdsong,Otis Birdsong,6-3,190,Kansas City Kings,United States
1979,Walter Davis,Walter Davis,6-6,193,Phoenix Suns,United States
1979,Artis Gilmore,Artis Gilmore,7-2,240,Chicago Bulls,United States
1979,Dennis Johnson,Dennis Johnson,6-4,185,Seattle SuperSonics,United States
1979,Marques Johnson,Marques Johnson,6-7,218,Milwaukee Bucks,United States
1979,Maurice Lucas,Maurice Lucas,6-9,215,Portland Trail Blazers,United States
1979,George McGinnis,George McGinnis,6-8,235,Denver Nuggets,United States
1979,Jack Sikma,Jack Sikma,6-11,230,Seattle SuperSonics,United States
1979,David Thompson,David Thompson,6-5,195,Denver Nuggets,United States
1979,Paul Westphal,Paul Westphal,6-4,195,Phoenix Suns,United States
1980,Tiny Archibald,Tiny Archibald,6-1,150,Boston Celtics,United States
1980,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1980,Bill Cartwright,Bill Cartwright,7-1,245,New York Knicks,United States
1980,Dave Cowens,Dave Cowens,6-9,230,Boston Celtics,United States
1980,John Drew,John Drew,6-6,205,Atlanta Hawks,United States
1980,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1980,George Gervin,George Gervin,6-7,180,San Antonio Spurs,United States
1980,Elvin Hayes,Elvin Hayes,6-9,235,Washington Bullets,United States
1980,"Eddie Johnson, Jr.","Eddie Johnson, Jr.",6-2,180,Atlanta Hawks,United States
1980,Moses Malone,Moses Malone,6-10,215,Houston Rockets,United States
1980,Micheal Ray Richardson,Micheal Ray Richardson,6-5,189,New York Knicks,United States
1980,Dan Roundfield,Dan Roundfield,6-8,205,Atlanta Hawks,United States
1980,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1980,Otis Birdsong,Otis Birdsong,6-3,190,Kansas City Kings,United States
1980,Adrian Dantley,Adrian Dantley,6-5,208,Utah Jazz,United States
1980,Walter Davis,Walter Davis,6-6,193,Phoenix Suns,United States
1980,World B. Free,World B. Free,6-2,185,San Diego Clippers,United States
1980,Dennis Johnson,Dennis Johnson,6-4,185,Seattle SuperSonics,United States
1980,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1980,Marques Johnson,Marques Johnson,6-7,218,Milwaukee Bucks,United States
1980,Jack Sikma,Jack Sikma,6-11,230,Seattle SuperSonics,United States
1980,Kermit Washington,Kermit Washington,6-8,230,Portland Trail Blazers,United States
1980,Scott Wedman,Scott Wedman,6-7,215,Kansas City Kings,United States
1980,Paul Westphal,Paul Westphal,6-4,195,Phoenix Suns,United States
1981,Tiny Archibald,Tiny Archibald,6-1,150,Boston Celtics,United States
1981,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1981,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1981,Artis Gilmore,Artis Gilmore,7-2,240,Chicago Bulls,United States
1981,"Eddie Johnson, Jr.","Eddie Johnson, Jr.",6-2,180,Atlanta Hawks,United States
1981,Marques Johnson,Marques Johnson,6-7,218,Milwaukee Bucks,United States
1981,Bobby Jones,Bobby Jones,6-9,210,Philadelphia Sixers,United States
1981,Mike Mitchell,Mike Mitchell,6-7,215,Cleveland Cavaliers,United States
1981,Robert Parish,Robert Parish,7-0,230,Boston Celtics,United States
1981,Micheal Ray Richardson,Micheal Ray Richardson,6-5,189,New York Knicks,United States
1981,Dan Roundfield,Dan Roundfield,6-8,205,Atlanta Hawks,United States
1981,Reggie Theus,Reggie Theus,6-7,190,Chicago Bulls,United States
1981,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1981,Otis Birdsong,Otis Birdsong,6-3,190,Kansas City Kings,United States
1981,Adrian Dantley,Adrian Dantley,6-5,208,Utah Jazz,United States
1981,Walter Davis,Walter Davis,6-6,193,Phoenix Suns,United States
1981,George Gervin,George Gervin,6-7,180,San Antonio Spurs,United States
1981,Dennis Johnson,Dennis Johnson,6-4,185,Phoenix Suns,United States
1981,Moses Malone,Moses Malone,6-10,215,Houston Rockets,United States
1981,Truck Robinson,Truck Robinson,6-7,225,Phoenix Suns,United States
1981,Jack Sikma,Jack Sikma,6-11,230,Seattle SuperSonics,United States
1981,Paul Westphal,Paul Westphal,6-4,195,Seattle SuperSonics,United States
1981,Jamaal Wilkes,Jamaal Wilkes,6-6,190,Los Angeles Lakers,United States
1982,Tiny Archibald,Tiny Archibald,6-1,150,Boston Celtics,United States
1982,Larry Bird,Larry Bird,6-9,220,Boston Celtics,United States
1982,Julius Erving,Julius Erving,6-6,200,Philadelphia Sixers,United States
1982,Artis Gilmore,Artis Gilmore,7-2,240,Chicago Bulls,United States
1982,Bobby Jones,Bobby Jones,6-9,210,Philadelphia Sixers,United States
1982,Bob Lanier,Bob Lanier,6-11,250,Milwaukee Bucks,United States
1982,Sidney Moncrief,Sidney Moncrief,6-3,180,Milwaukee Bucks,United States
1982,Robert Parish,Robert Parish,7-0,230,Boston Celtics,United States
1982,Micheal Ray Richardson,Micheal Ray Richardson,6-5,189,New York Knicks,United States
1982,Dan Roundfield,Dan Roundfield,6-8,205,Atlanta Hawks,United States
1982,Isiah Thomas,Isiah Thomas,6-1,180,Detroit Pistons,United States
1982,Kelly Tripucka,Kelly Tripucka,6-6,220,Detroit Pistons,United States
1982,Buck Williams,Buck Williams,6-8,215,New Jersey Nets,United States
1982,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,7-2,225,Los Angeles Lakers,United States
1982,Adrian Dantley,Adrian Dantley,6-5,208,Utah Jazz,United States
1982,Alex English,Alex English,6-7,190,Denver Nuggets,United States
1982,George Gervin,George Gervin,6-7,180,San Antonio Spurs,United States
1982,Dennis Johnson,Dennis Johnson,6-4,185,Phoenix Suns,United States
1982,Magic Johnson,Magic Johnson,6-9,255,Los Angeles Lakers,United States
1982,Bernard King,Bernard King,6-7,205,Golden State Warriors,United States
1982,Moses Malone,Moses Malone,6-10,215,Houston Rockets,United States
